artist_id,artist_name,genre,artist_hotness
1929,Don Campbell,pop rap,0.3481646210872486
1930,Cotton Candy,cabaret,0.40105064610355906
1931,Frank Marino & Mahogany Rush,blues-rock,0.35034927672139465
1932,John Wayne,dancehall,0.3124328682996197
1933,The Incurables,heartland rock,0.3347494313057691
1934,H-Town,new jack swing,0.3986332861319407
1935,Voyager Series,irish folk,0.2696935503839324
1936,JERRY WALLACE,doo-wop,0.3172299038462513
1937,Morgion,sludge metal,0.3762975699769462
1938,Wild Horses,outlaw country,0.3109209626445081
1939,Malefaction,grindcore,0.27948312712204865
1940,Jope Ruonansuu,parody,0.41784614771379464
1941,Charlie Walker,honky tonk,0.35954231276126625
1942,Slum Village,hip hop,0.4254506138636907
1943,Youves,dance-punk,0.27481627558840205
1944,Cats In Boots,glam metal,0.3017449095846954
1945,Firehouse,glam metal,0.4349760317895153
1946,The Panic Channel,post-grunge,0.3409151363029318
1947,Ismael Dueñas,nu jazz,0.0
1948,The Galactic Heroes,twee pop,0.29780931301476227
1949,FU-Schnickens,comedy rap,0.370628891638349
1950,Anané,deep house,0.0
1951,Rocker-T,dub,0.35045449016341074
1952,Ana Popovic,blues-rock,0.4484597679046489
1953,Baby D,breakbeat,0.37897186363589425
1954,Lunasicc,gangster rap,0.31503331359930864
1955,Juelz Santana / Bezel,rap,0.5314367365425635
1956,The Fontane Sisters,europop,0.3294326643532808
1957,The Cure,new wave,0.5789935486635668
1958,I Nuovi Angeli,celtic fusion,0.3458002284002047
1959,Joshua Rifkin,ragtime,0.3184586233333446
1960,Art Blakey's Jazz Messengers,bebop,0.3075702943770519
1961,Paul Glazby,hard house,0.35028551221922216
1962,Patti Smith,rock,0.504964405986607
1963,Saga,hard rock,0.440056503416159
1964,Vrse Murphy,dj,0.29966742755216763
1965,Luke Bryan,country rock,0.7025947546160906
1966,Thriller U,lovers rock,0.3225901576387948
1967,Lennie Tristano,free jazz,0.31784505601101765
1968,Dead Kennedys,rock,0.5392454183492504
1969,Twinkle Twinkle Little Rock Star,,0.42070316745118513
1970,Cut Copy,alternative dance,0.5361735524164093
1971,Salt The Wound,death core,0.44522219768945687
1972,The Cars,new wave,0.5370020431521056
1973,De La Soul / MF Doom,hip hop,0.5130656545045009
1974,Mississippi Mass Choir,gospel,0.45962960758739696
1975,The Ruby Suns,experimental rock,0.4538815000552126
1976,Schoolyard Heroes,horror punk,0.37072581745115313
1977,Mannheim Steamroller,instrumental pop,0.653512932946543
1978,ColdWorld,black metal,0.4731330968975325
1979,David Banner,crunk,0.5124556425769484
1980,Paul Cantelon,folk rock,0.3504766308393098
1981,Richard Lloyd,garage rock,0.293359843278725
1982,June Hutton,space age pop,0.3247593186935659
1983,Rainbow,heavy metal,0.5115461837748246
1984,Marc Et Claude,trip hop,0.3804066920288365
1985,Pee Wee Crayton,texas blues,0.3143789082552967
1986,Fläskkvartetten / Thåström,art rock,0.3241574928410268
1987,Ancient Astronauts,trip hop,0.3648188702400161
1988,Symphony in Peril,christian hardcore,0.3987294562100297
1989,Greg Vaccariello,stand-up comedy,0.16390447440130113
1990,Mike Brooks,roots reggae,0.3058099661345896
1991,This Moment,math rock,0.21473463816508837
1992,The Chi-Lites,disco,0.4030007990319534
1993,Jerry Lewis,rock steady,0.2969556817997762
1994,Stephen Marley / Damian Marley,roots reggae,0.47717883383688675
1995,Charlie Khan,cabaret,0.33208898102000006
1996,Steinski,hip hop,0.4045752263997647
1997,Chuck Wicks,country,0.480812448609679
1998,Lexi,broken beat,0.35290225382037665
1999,Tommy Sands,rockabilly,0.29858071751793647
2000,DJ Harry,trip hop,0.31569027681555284
2001,Diamanda Galas,no wave,0.36368783982733144
2002,Be Bop Deluxe,art rock,0.3828430622091098
2003,Rolfe Kent,soundtrack,0.3766641058581093
2004,Nu Flavor,hard house,0.3020324696639914
2005,ISRAEL & NEW BREED,ccm,0.41703311713480384
2006,Mystery,hard house,0.3469643391073909
2007,Eko Fresh,pop rap,0.3559056297814026
2008,Buju Banton,roots reggae,0.5058831686836971
2009,Alvin Youngblood Hart,blues-rock,0.34843419690439803
2010,Gene Chandler,chicago soul,0.39376269898655997
2011,J Bostron & Beretta,jungle music,0.37805612520925236
2012,Mark Ashley,hard trance,0.3031364779453983
2013,Cindy Morgan,ccm,0.41741046690001027
2014,Generation X,punk,0.3990337695919729
2015,Laidback Luke & Diplo,tech house,0.462537498241057
2016,The Edgar Broughton Band,protopunk,0.3490378943527972
2017,Aleks Syntek,merengue,0.3994315443110678
2018,Los Del Rio,dance pop,0.3511702117219038
2019,Wes King,ccm,0.34818432106564273
2020,Teijo Joutsela and Humppa-Veikot,humppa,0.0
2021,Jefferson Starship,hard rock,0.4189468712511175
2022,Ronny Eriksson,stand-up comedy,0.25669967963298174
2023,Attack Attack,screamo,0.45801298756125
2024,Mighty Mighty Bosstones,ska punk,0.4759412895980046
2025,The Booth Brothers,country gospel,0.35459275807044455
2026,Vivian Khor,meditation,0.2826235836238331
2027,Anne Dudley,trip hop,0.35199833790961566
2028,The Mustangs,country rock,0.36256359183067294
2029,Paul Simon,singer-songwriter,0.5624327307357129
2030,Eberhard Weber,free jazz,0.3436800408897251
2031,Jimmy Herring,jazz fusion,0.41215530430789693
2032,The Continentals,samba,0.38010920821880884
2033,Neil Diamond,soft rock,0.5640059858207765
2034,Screaming Jay Hawkins,rock 'n roll,0.30643862922766407
2035,The Ataris,pop punk,0.5173285835660317
2036,Sharon Burch,folk rock,0.3019472126925628
2037,Koffi Olomidé,zouk,0.31161748493154134
2038,Svartthron,black metal,0.3060568668250549
2039,The Rongetz Foundation,afrobeat,0.3893143965610852
2040,Claude François,chanson,0.3855836607891528
2041,The Cate Brothers,roots rock,0.1903461623519362
2042,Tracy Byrd,honky tonk,0.4225074508261564
2043,Jean Segurel,chanson,0.15726743041262983
2044,Fran Perea,celtic,0.38339432219425473
2045,Maria Muldaur,dance pop,0.43205407899019355
2046,Mustafa Sandal,eurodance,0.40924801322128795
2047,Johannes Linstead,meditation,0.4184180965091739
2048,Dorothy Norwood,blues,0.3203456288328348
2049,Fania All Stars,latin jazz,0.36600698521192465
2050,Big John Greer,jump blues,0.29168805978947204
2051,Jaguares,latin pop,0.4943812090858947
2052,Carman featuring Commissioned & The Christ Church Choir,ccm,0.36191880406841587
2053,Sammi Cheng,cantonese pop,0.39157416411599666
2054,Cargo Cult,noise rock,0.3273686151668893
2055,Lord Sterling,stoner metal,0.3054500655996527
2056,Gerard Lenorman,chanson,0.33899997919312697
2057,Novika,deep house,0.4245581286758415
2058,Eldar,dark ambient,0.4001855640103364
2059,Eason Chan,cantonese pop,0.3952176870494936
2060,Hey Colossus,stoner metal,0.36662841547085673
2061,Sonora Carruseles,salsa,0.36502643774220844
2062,Jose Luis Perales,latin pop,0.3844259058848585
2063,El Poder del Norte,tango,0.41877472660822174
2064,Tony Matterhorn,reggaeton,0.42927253416282785
2065,Kisha,soft rock,0.3499061970800659
2066,Ana Nikolic,pop folk,0.4304741378704187
2067,4 Skins,oi,0.0
2068,Zapp,funk,0.40466464471795477
2069,Ximena Sarinana,nu jazz,0.38832512505608235
2070,Busta Rhymes,hip hop,0.5396443124242588
2071,Fontella Bass,northern soul,0.3925798777553678
2072,Rhinostar,rock,0.27009371312508557
2073,Old Man's Child,sympho black metal,0.4284419402888814
2074,Patty Griffin,folk-pop,0.5145233784406406
2075,Aeoliah,meditation,0.3794085347618864
2076,Space Opera,new beat,0.27201576265530986
2077,Through the Eyes of the Dead,death core,0.4554784405883196
2078,Finest Dearest,indie rock,0.3724035280285297
2079,Neema,folk-pop,0.3557903968365619
2080,Sound 5,breakbeat,0.21163373019159754
2081,Jorgen Ingmann,space age pop,0.17785511079856645
2082,Sean Callery,soundtrack,0.3546933602901253
2083,Jesus Otero - Luny Tunes,requiem,0.0
2084,Fergie,pop rap,0.5602055463890734
2085,The Doors,classic rock,0.584116573123994
2086,Erick Sermon,hip hop,0.3683367822461324
2087,Scott Glasgow,contemporary classical music,0.29191313037941863
2088,Poncho Sanchez,latin jazz,0.37355239101415616
2089,Livingston Taylor,soft rock,0.34886295667694944
2090,Fortitude,modern rock,0.3751355089834346
2091,R. Carlos Nakai,chamber jazz,0.37693998444161575
2092,Joe Grushecky,heartland rock,0.0
2093,Spitfire,happy hardcore,0.3728941735963606
2094,Equilibrium,black metal,0.4630177637739374
2095,Kat DeLuna,dance pop,0.530321954826795
2096,Artie Fishel & The Promised Band,ghetto tech,0.0
2097,Johnny Horton,country rock,0.43816822618224227
2098,XLNC,bhangra,0.2773236480092531
2099,Enrique Iglesias,dance pop,0.7490624061123873
2100,Esa Pakarinen,oldies,0.3228824899542305
2101,Amy Lambert,country gospel,0.22428366322924728
2102,Torcuato Mariano,meditation,0.3117577826711486
2103,Dobby Dobson,rock steady,0.31221343735810453
2104,Chops,jazz rap,0.3168188588823985
2105,Martriden,blackened death metal,0.3196193756151249
2106,Fredi,ballad,0.3976406367930719
2107,Sandy Lam,chinese music,0.35416895482890376
2108,Patsy Cline,country rock,0.4685114664763634
2109,D:Fuse,progressive house,0.3057340310842137
2110,Daryl Hall & John Oates,pop rock,0.49638114568159253
2111,Bad Company,blues-rock,0.48210001892032256
2112,Max Steiner,soundtrack,0.35549113602485716
2113,Angel Romero,tech house,0.334782293472985
2114,Juliette & The Licks,post-grunge,0.4559156292170878
2115,Paul Avgerinos,chill-out,0.3171257187463192
2116,Bangalafumenga,batucada,0.0
2117,Angels,hard rock,0.4354638174497479
2118,Prince,dance rock,0.5946278669439055
2119,Diego Verdaguer,latin jazz,0.37567999960421194
2120,Cavo,post-grunge,0.4967678464663095
2121,Bruisers,oi,0.41535371059537723
2122,The Highwaymen,folk-pop,0.4682468358847439
2123,Joselito,chanson,0.29382744516554465
2124,AFI,post-hardcore,0.5549385224746309
2125,Lil Mz. 313 featuring DJ Rashad,ghetto tech,0.0
2126,Snowgoons,los angeles,0.4613458520163567
2127,Jah Legacy,roots reggae,0.0
2128,The Cufflinks,pop rock,0.39840619390070914
2129,Dimitri Tiomkin,soundtrack,0.32242110999388746
2130,Pheeroan Aklaff,free jazz,0.0
2131,Olivia Ruiz,chanson,0.3743656802449629
2132,Rick Snel,trance,0.22188324118704053
2133,Raymond Lefèvre,orchestra,0.312047300184986
2134,Chanta Vielma,mexico,0.0
2135,Undertakin' Daddies,canadian,0.0
2136,Papoose,hip hop,0.44040744391896935
2137,Plump DJs,breakbeat,0.4530008260919688
2138,Konstantinos Galanos,greek,0.26265589071398826
2139,Astrovamps,deathrock,0.3958356539933544
2140,Jimmy Durante,country rock,0.40879000601137166
2141,Jackie Wilson,chicago soul,0.41940814111863367
2142,Sao Paris,downtempo,0.21690387011534618
2143,The Meatmen,hardcore punk,0.3956275143166047
2144,Jimmy Nelson,jump blues,0.19751110852708878
2145,Jacques Dutronc,chanson,0.45454192915129765
2146,The Gufs,pop rock,0.3145000371011769
2147,Eagles,country rock,0.6295148000131604
2148,Basement Jaxx,progressive house,0.5312132868052581
2149,Mark Wills,bluegrass,0.48303529804623724
2150,Weirdos_ The,rock,0.4121303265420695
2151,Tree,ska punk,0.31762454603358753
2152,DAVE MATTHEWS BAND,jam band,0.6575838136764572
2153,George Jones,honky tonk,0.4636738694438821
2154,John Berry,country rock,0.46377172246336257
2155,Abijah,roots reggae,0.30431073296378
2156,Agnostic Front,hardcore punk,0.5043077259823238
2157,Sick Of It All,hardcore punk,0.4208018495070056
2158,Très,latin jazz,0.29145020738388017
2159,Kevin Burke,irish folk,0.3114806770807464
2160,Sean Quinn,progressive house,0.0
2161,Oscar Pettiford,bebop,0.3293946468058627
2162,Fuel,post-grunge,0.5199530010138332
2163,Marc Lavoine,chanson,0.3685067533998095
2164,Frederick Knight,disco,0.32097114885885525
2165,Phantom Planet,power pop,0.5423950934997648
2166,Russ Morgan,orchestra,0.2989467843777619
2167,Hoods,hardcore punk,0.4166101072230988
2168,Grand Funk,hard rock,0.5015970423227067
2169,Geier Sturzflug,pop rock,0.44311687398574556
2170,Workhorse,dirty south rap,0.3222207489135164
2171,Deep Puddle Dynamics,hip hop,0.3579856977333384
2172,Zebra,heavy metal,0.40636759293466457
2173,The Irish Rovers,irish folk,0.39888301085686084
2174,A Tundra,beat,0.23904113889549444
2175,Winds Of Plague,death metal,0.46451800504983887
2176,Al Duvall,blues-rock,0.3749449388229184
2177,Modern Lovers,art rock,0.3961115271005153
2178,Atreyu,post-hardcore,0.5924394855278091
2179,Shelly Manne,hard bop,0.3471348826880184
2180,Amil,hip hop,0.3545743705085378
2181,DJ Godfather,electro,0.3262082546201735
2182,Thrice,post-hardcore,0.5199654792867565
2183,Fehlfarben,new wave,0.4316485555473671
2184,Andres Calamaro,tango,0.5273681628152759
2185,Kruger,post-hardcore,0.3505121318380373
2186,Albert Préjean,chanson,0.0
2187,Lonestar,country,0.5299151214952006
2188,Freddie McGregor,lovers rock,0.36595104765366643
2189,Amber Nicholson,country,0.0
2190,Arctic Monkeys,garage rock,0.5536612332977672
2191,Kofi,lovers rock,0.39488108337774364
2192,Gene Simmons,hard rock,0.370138414325543
2193,SANSHIRO,los angeles,0.0
2194,Death SS,heavy metal,0.4501290484177503
2195,Lou Reed,glam rock,0.4819758491535272
2196,Daniel Chan,chinese music,0.3171853345648834
2197,Alain-François,french pop,0.30091842861713314
2198,Los Rumberos Catalanes,flamenco,0.2093452843274669
2199,Paulo Flores,zouk,0.31284833094320696
2200,Philly's Most Wanted,hip hop,0.3081634744937442
2201,Phantomsmasher,post rock,0.3097941493882096
2202,Bas-Sheva,exotica,0.2854983631089844
2203,Big Star,power pop,0.4965081187205733
2204,Grandpa Jones,bluegrass,0.3315347514153216
2205,Cross Country,progressive house,0.3557078670042176
2206,Jack Miles,screamo,0.24436725791777278
2207,The Marx Brothers,vaudeville,0.37565282400247096
2208,Bug Mafia,hip hop,0.44400944315889157
2209,Converge,hardcore punk,0.5311570630615232
2210,Drexel,easy listening,0.3670667055472891
2211,Cool Connection,blues,0.0
2212,Taylor Swift,country,0.8724472231639304
2213,Nancy Walker,vaudeville,0.16004853486477877
2214,Misfits,horror punk,0.550991009240736
2215,Jyve V,latin,0.24278318906403323
2216,Ino,techno,0.36979471398953
2217,Cherish The Ladies,irish folk,0.39002082548236694
2218,Eden's Bridge,celtic,0.34668379451424397
2219,Abbott & Chambers,progressive trance,0.21893641516044704
2220,Al DiMeola,latin jazz,0.46151720449793504
2221,The Revolutionary Ensemble,free jazz,0.3016728734391207
2222,Leroy Van Dyke,country rock,0.343413179809553
2223,Peggy Lee,vocal jazz,0.4772603896841658
2224,Lightnin' Slim,swamp blues,0.32298816252739854
2225,Randy Stonehill,ccm,0.32582401925914245
2226,Mathey,soukous,0.0
2227,Elli Kokkinou,pop folk,0.2606967880378364
2228,David Arkenstone,celtic,0.43094204343555065
2229,Pierre Perret,chanson,0.3529764720200068
2230,Ben Sidran,smooth jazz,0.356795543166664
2231,Soilent Green,sludge metal,0.44234844848420407
2232,Long Beach Dub Allstars,dub,0.41735105580296544
2233,3 Way Funk,hyphy,0.26921295113639365
2234,Freddie Roulette,blues,0.319234085010513
2235,Noel Harrison,folk-pop,0.32980526364083296
2236,Liquid Stranger,dub,0.37620092878088907
2237,Spok Frevo Orquestra,frevo,0.28398794931023297
2238,Bob Newhart,comedy,0.37291068075811923
2239,Boney James And Rick Braun,dubstep,0.20103719532075376
2240,Beastie Boys,hip hop,0.5916280240080216
2241,Academy/Marriner,requiem,0.34798308821453866
2242,Daouda,zouk,0.27974359137207744
2243,Ace Da Vinci,hip hop,0.2832302740641274
2244,Andrae Crouch,soul jazz,0.40146205320734124
2245,The Bug Featuring Ricky Ranking,illbient,0.4496939977678286
2246,All Girl Summer Fun Band,pop rock,0.36987010703120304
2247,Madonna,dance pop,0.6655766191588914
2248,Louisa Mark,lovers rock,0.27326920934385807
2249,Cookie Crew,hip house,0.3174917389884405
2250,Michael Salgado,tejano,0.31802461979507607
2251,Brainchoke,grindcore,0.2640271010604955
2252,León Gieco,folk rock,0.3584353642442652
2253,Moving Ninja,dubstep,0.31751629804874426
2254,KT Tunstall,folk-pop,0.5898561799236971
2255,Hound Dog Taylor and The Houserockers,blues-rock,0.33682036867351545
2256,Tony Mathews,french pop,0.1932942471386456
2257,La Billo_ Los Melódicos,gaita,0.0
2258,Screaming Lord Sutch,psychobilly,0.3381298642824651
2259,Sylvia Tosun,progressive house,0.43512719484818824
2260,Dave Weckl,hard house,0.4661539983226856
2261,Jacky Cheung,cantonese pop,0.4137721731378543
2262,Rance Allen Group,jazz funk,0.26928825735506345
2263,Grayson Capps,blues-rock,0.3564066177347273
2264,Café Quijano,pop rock,0.35233866791450225
2265,"Clarence ""Gatemouth"" Brown",texas blues,0.3829764579671415
2266,The London Theatre Orchestra,ragtime,0.31449483650332366
2267,DJ Isaac,gabba,0.4584004939943689
2268,X-tv,ost,0.3063191254410885
2269,Scott Weiland,post-grunge,0.43032131753053166
2270,Beto y sus Canarios,ranchera,0.4094136195655076
2271,Bravehearts,hip hop,0.37196026649265634
2272,Robin Fox,breakbeat,0.29051322662425094
2273,Deborahe Glasgow,lovers rock,0.24761331863249805
2274,The Statler Brothers,country gospel,0.41095025843199123
2275,Vex'd,dubstep,0.375367266726902
2276,The Kings,modern rock,0.4308853093037107
2277,Daler Mehndi,bhangra,0.3501827320103768
2278,Lil' Romeo,dirty south rap,0.33759391047958404
2279,Shunza,chinese music,0.0
2280,Annie Blanchard,pop folk,0.35245961591753205
2281,La Bergère,los angeles,0.0
2282,CoCo Lee,dance pop,0.2193695749122827
2283,The Last Days Of Jesus,deathrock,0.3543073532757172
2284,Dyango,ballad,0.3450458228586553
2285,The Knife,electronic,0.4878483892451856
2286,Chris Jagger,roots rock,0.17145670327999601
2287,Kieran,r&b,0.3274217053204881
2288,REX ALLEN JR.,country rock,0.0
2289,Danny Davis & The Boys,free improvisation,0.2779769977764534
2290,Sugar Ray,post-grunge,0.4725129501738872
2291,DJ Omega,detroit techno,0.3283773050854491
2292,Viki Mosholiou,mondiovision,0.24875599760058276
2293,The All-American Rejects,emo,0.5822055641628081
2294,Vox Dei,new wave,0.3543846900179031
2295,Tony Ashton & Friends,blues-rock,0.0
2296,Sinch,post-grunge,0.4056577581500732
2297,MIMS,pop rap,0.5249949644384527
2298,The James Taylor Quartet,jazz funk,0.43425334123607984
2299,Pedro Luis e a Parede,samba,0.3617023794218006
2300,Double Image,marimba,0.0
2301,The Mars Volta,experimental rock,0.5477641110104191
2302,Lynn August,zydeco,0.2318382719010655
2303,POLINA,teen pop,0.3405309902621162
2304,Karlheinz Stockhausen,serialism,0.4167621003503449
2305,Jennifer Clarke,pop folk,0.1610365027127481
2306,brokeNCYDE,pop rap,0.43413714031124645
2307,Richie McDonald,country gospel,0.3302402859219561
2308,Barenaked Ladies,post-grunge,0.7942707682506129
2309,Nightswimmer,melbourne,0.0
2310,99 Posse,reggae,0.47354490861901083
2311,Pierre Boulez,classical,0.400107709799136
2312,Assassin,dancehall,0.4409915375076869
2313,Max Stalling,roots rock,0.3467979988117707
2314,Deepest Blue,tech house,0.3423755782909709
2315,Cactus,blues-rock,0.3981810549843257
2316,Bob Cheevers,country rock,0.13514395913329308
2317,Wesley Tuttle,western swing,0.11241786757300369
2318,Brice Kapel,chanson francaise,0.2083587595602614
2319,DJ Deeon,hard house,0.35186347188096917
2320,Yiannis Tassios,greek,0.0
2321,MICHAEL WHITE,new orleans jazz,0.29801223168417307
2322,Ricardo Lemvo,salsa,0.2846889553082228
2323,Joe Bataan,salsa,0.3499236613236841
2324,Spooky Tooth,blues-rock,0.3621744908204894
2325,Larytta,chanson,0.2815210881195725
2326,Kuba,easy listening,0.3719345159710655
2327,Reginaldo Bessa,samba,0.13988922367735518
2328,John Hammond,blues-rock,0.16131955022310632
2329,Mazz,tejano,0.3586816927689548
2330,Catupecu Machu,electro rock,0.44408681212395973
2331,Asure,digital hardcore,0.0
2332,Jorge Alfano,meditation,0.2643513725962243
2333,Stefon Harris,hard bop,0.37839854648494886
2334,D.A.R.,black metal,0.2581119880277058
2335,Junior Parker,soul blues,0.31648617300595966
2336,Cheri Keaggy,ccm,0.3513209746013508
2337,Cassidy,pop rap,0.4349226453121121
2338,Jessica Simpson featuring Lil Bow Wow,teen pop,0.5787907991747611
2339,Electronic pig,gabba,0.19664176799852934
2340,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,classical,0.3417147306173628
2341,Jane's Addiction,alternative metal,0.5351630421238075
2342,Noisettes,soundtrack,0.4701078015350845
2343,Pete Miser,hip hop,0.1682020629302813
2344,Mungo Jerry,pop rock,0.4002112979184991
2345,Grup Knar,digital hardcore,0.25230519703538673
2346,Amilcar,meditation,0.30633156509045295
2347,The Distillers,grunge,0.48853612540190205
2348,The Robert Cray Band,blues-rock,0.3825499288613511
2349,Jacques Higelin,chanson,0.35907521756396604
2350,Indica,progressive house,0.38925674304397423
2351,Pagan Wanderer Lu,indietronica,0.3508035740686485
2352,Eduardo Dusek,brazilian pop music,0.2904050896801759
2353,Why?,hip hop,0.4770197895144525
2354,Hi-Tack,progressive house,0.4257688838906011
2355,Kékélé,soukous,0.31030914866795456
2356,Dealership,indie rock,0.3071887090406312
2357,Frankie Howard,funny,0.0
2358,Freakhouse,alternative metal,0.36609862722140535
2359,The Smashing Pumpkins,alternative rock,0.6472247237795797
2360,Starski and Clutch,ghetto tech,0.25283829164784516
2361,Gaither Vocal Band,ccm,0.36148373279248963
2362,Big Mountain,roots reggae,0.4223804090668267
2363,Kommunity FK,new wave,0.35196073940416633
2364,Richi M.,hard trance,0.2916858399041195
2365,Foghat,blues-rock,0.49612334604345754
2366,Tim Hughes,modern rock,0.37034677312620534
2367,DJ Icey,breakbeat,0.4331265875624821
2368,Babbu Maan,bhangra,0.304830331568971
2369,Yuppie Pricks,rock,0.35732904198450727
2370,Barbara Jones,lovers rock,0.34805816326308775
2371,Sirka Ragnar,indietronica,0.0
2372,Richard Walters,old school hip hop,0.3852995882958378
2373,It Dies Today,post-hardcore,0.5115767829276756
2374,Richie Ray & Bobby Cruz,salsa,0.3604251064827873
2375,Les Paul_ Mary Ford,space age pop,0.3700578290505779
2376,Little Brother,hip hop,0.4955230450576653
2377,Vaggelis Perpiniadis,greek,0.0
2378,Charlie Byrd Trio,samba,0.17541118109433804
2379,Herb Alpert And The Tijuana Brass,smooth jazz,0.4813690532756141
2380,Glen Ricks,lovers rock,0.25656217975839135
2381,Black Messiah,viking metal,0.42779771893775925
2382,unloco,alternative metal,0.40360200795605783
2383,Tanya Chua,mandarin pop,0.365420274738122
2384,The Cutting Edge,grunge,0.3464199468255268
2385,Natalie MacMaster,irish folk,0.38080932626042235
2386,Southside Johnny Lyon,blue-eyed soul,0.33040006566008207
2387,Danny Diablo feat. Puerto Rican Myke,hard trance,0.45157896286125104
2388,Blackfoot,southern rock,0.437987748288433
2389,Smiley,happy hardcore,0.4295777058209317
2390,Grizzly Bear,folk-pop,0.547243659611714
2391,GARFIELD,electronica,0.37838739778300756
2392,George Dalaras,rebetika,0.38898587094534715
2393,Manolis Famellos & I Podilates,greek,0.0
2394,Blondie,dance rock,0.5514151202698985
2395,Darcelys,chanson francaise,0.22106810531276003
2396,Red Foley,country gospel,0.3426267906019089
2397,The Weegs,no wave,0.0
2398,Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,opera,0.36034468591382346
2399,Yvette,tech house,0.3834668362237058
2400,Tanika Turner,pop,0.0
2401,Computer Paul,roots reggae,0.0
2402,Tomash Gee,techno,0.35212033546002686
2403,Debra Laws,quiet storm,0.29180653802427053
2404,Chapta_ Stage McCloud_ SupaStarr & Tony Manshino,dirty rap,0.339046750240839
2405,The Monroes,new romantic,0.38756169656333034
2406,Red Stick Ramblers,los angeles,0.3760487487497496
2407,Doc & Merle Watson,bluegrass,0.36147719366275466
2408,Berrogüetto,gaita,0.3868612247363895
2409,William Goldstein,disco,0.27094070676741144
2410,Danger Danger,glam metal,0.4661582802252091
2411,Clay Crosse,ccm,0.41401129463239794
2412,José Roberto Bertrami,future jazz,0.3151677119219265
2413,Elizete Cardoso,samba,0.3128629074131546
2414,Orquesta Harlow,latin jazz,0.3068041261142657
2415,Belle and Sebastian,indie pop,0.5650456592207079
2416,Steven Halpern,meditation,0.3723930968758113
2417,The Russell Family,irish folk,0.0
2418,Ya Boy,freestyle,0.510617542239784
2419,The Harvey Averne Dozen,boogaloo,0.2673597751822963
2420,Taking Back Sunday,post-hardcore,0.5723739798995029
2421,The Clash,new wave,0.6011860594553833
2422,Suzy Thompson,jug band,0.0
2423,Mart'nália,samba,0.3667046199936735
2424,Opiate For The Masses,post-grunge,0.40841995001093645
2425,Quincy Jones,bossa nova,0.5145132769470396
2426,Kamelo Punto Semos,los angeles,0.0
2427,Les Brown,blues-rock,0.4201141802650848
2428,Rooney,power pop,0.5426018702160604
2429,8Ball & MJG,dirty south rap,0.4235803585092704
2430,Jazz Crusaders,jazz funk,0.3499810535111997
2431,Faith Hill,country,0.6701061728368459
2432,Kiss,hard rock,0.5867299132778079
2433,Dionne Warwick,brill building pop,0.480575192777303
2434,Swallow The Sun,sympho black metal,0.49381442969643147
2435,Stanley Clarke & George Duke,jazz fusion,0.2998834159448406
2436,Estopa,flamenco,0.3887526034036332
2437,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,chamber jazz,0.3497880682154279
2438,Frank Stokes,country blues,0.3510236822951621
2439,John Wesley Ryles,country,0.0
2440,Bobby Broom,soul jazz,0.3078629003228008
2441,Junie,funk rock,0.42932729496482736
2442,Los Amigos Invisibles,funk rock,0.3706798339873494
2443,Byron Cage featuring Tye Tribbett,religious music,0.38245854687919634
2444,Frederic Galliano,future jazz,0.0
2445,Room 5,disco,0.37157309007178
2446,Lambda,progressive trance,0.33408082423590113
2447,Leona Naess,chanson,0.3930157300453095
2448,Roger Subirana,free music,0.34966962994611317
2449,Albert King,electric blues,0.3891578921134353
2450,Frankie Negron,salsa,0.4156560278439895
2451,N.E.R.D.,neo soul,0.4112952323919129
2452,Tresenlesen,comedy,0.2150212953240427
2453,Viktor Krauss,jazz fusion,0.30048381802190893
2454,Dan Cummins,united states,0.31891123828504736
2455,Willy DeVille,blues-rock,0.37772033838447294
2456,Pescado Rabioso,grindcore,0.42541787184543045
2457,Justin Timberlake,rock,0.5835308382938519
2458,"Ricky Martin Feat. La Mari de ""Chambao",latin,0.4814269364777582
2459,White Willow,folk rock,0.3315662203831194
2460,Los Barón De Apodaca,mariachi,0.26416449936697567
2461,Ten Wheel Drive,blues-rock,0.0
2462,Nerf Herder,post-grunge,0.4429928693851349
2463,Vinícius de Moraes,brazilian pop music,0.34846217204464064
2464,Huey Dunbar,salsa,0.33280983172339834
2465,Sylver,disco,0.3977329927460107
2466,Dead Hearts,hardcore punk,0.4540754465450576
2467,Klubbingman feat. Beatrix Delgado,hard trance,0.35970604731380074
2468,Mawatari Matsuko,japanese,0.11893946147590234
2469,Harry Diboula,zouk,0.30906121736875924
2470,Scott Matthews,folk rock,0.46846255677857396
2471,Pennywise,melodic hardcore,0.5122291893908338
2472,JK,eurodance,0.4301069130098044
2473,Taking Dawn,glam metal,0.46548900989479475
2474,Danny Williams,ballad,0.40977899776259186
2475,Eyes Set to Kill,happy hardcore,0.5649692527979074
2476,Kol Simcha,klezmer,0.2887315999642018
2477,Ale Möller,neofolk,0.3544585599066665
2478,Jean Carignan,celtic,0.2239836989207165
2479,The Dells,chicago soul,0.3873331457823412
2480,The Dylans,indie pop,0.3366681961700302
2481,Floyd Cramer,instrumental pop,0.4088617195261995
2482,Craig Wedren,funk rock,0.35325266333504146
2483,Leon Lai,chinese music,0.23013079375223383
